,cip0_S3,cip0_S2,cip0_S1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Proteus|Proteus cibarius,618,715,642
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Proteus|Proteus hauseri,475,232,448
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Morganella|Morganella morganii,543555,898275,784961
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia,15779,89521,39345
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia rettgeri,6550,62903,28943
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia sp. WCHPHu000369,261,2739,1194
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia sp. 1701091,1,16,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia stuartii,613,1466,3291
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia alcalifaciens,95,268,2015
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia heimbachae,47,458,779
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia rustigianii,37,222,153
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia sneebia,26,120,169
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Providencia|Providencia vermicola,17,138,108
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Xenorhabdus,13,23,25
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Xenorhabdus|Xenorhabdus nematophila,44,68,76
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Xenorhabdus|Xenorhabdus doucetiae,23,21,37
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Xenorhabdus|Xenorhabdus poinarii,20,24,31
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Xenorhabdus|Xenorhabdus bovienii,12,8,42
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Xenorhabdus|Xenorhabdus hominickii,5,13,22
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Photorhabdus,3,8,13
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Photorhabdus|Photorhabdus thracensis,59,8,57
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Photorhabdus|Photorhabdus laumondii,21,15,32
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Photorhabdus|Photorhabdus asymbiotica,7,6,19
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Arsenophonus|Arsenophonus nasoniae,48,37,44
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Arsenophonus|Candidatus Arsenophonus lipoptenae,17,0,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae|Arsenophonus|Arsenophonus endosymbiont of Aleurodicus dispersus,7,4,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae,125,76,92
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia,223,86,196
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia massiliensis,1645,54,1497
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia enterocolitica,455,229,326
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia pestis,173,250,319
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia pseudotuberculosis,23,44,233
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia similis,11,26,9
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia ruckeri,61,28,38
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia hibernica,48,54,51
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia intermedia,39,260,107
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia kristensenii,33,19,45
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia frederiksenii,19,18,57
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia aldovae,13,4,31
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia entomophaga,10,6,24
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia rohdei,8,31,58
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia canariae,6,13,42
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia sp. KBS0713,5,2,18
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia aleksiciae,1,1,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia,152,162,314
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia marcescens,994,450,1476
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. KUDC3025,107,2,15
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. ATCC 39006,11,39,29
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. SSNIH1,10,13,17
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. 1D1416,8,19,74
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. P2ACOL2,6,0,17
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. FGI94,5,5,15
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. YD25,5,28,16
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. LS-1,4,5,13
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. MYb239,3,1,15
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. FDAARGOS_506,3,0,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. SCBI,2,50,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia sp. FS14,2,0,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia plymuthica,86,26,153
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia symbiotica,57,49,78
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia rubidaea,27,17,29
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia fonticola,26,130,64
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia liquefaciens,18,66,29
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia quinivorans,13,28,20
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia proteamaculans,11,6,32
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia odorifera,10,27,24
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Serratia|Serratia ficaria,1,0,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella,7,12,22
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella sp. WMR121,819,27,85
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella sp. ERMR1:05,15,8,48
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella sp. WMR42,3,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella sp. WMR66,1,4,11
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella sp. Y9602,1,8,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella aquatilis,37,26,69
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rahnella|Rahnella inusitata,1,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Rouxiella|Rouxiella badensis,17,10,22
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Nissabacter|Nissabacter sp. SGAir0207,16,495,30
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Chania|Chania multitudinisentens,12,11,43
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Candidatus Fukatsuia|Candidatus Fukatsuia symbiotica,6,11,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae,31,55,59
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia,22,19,53
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia sp. Ejp617,2004,27,273
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia sp. J780,123,5,24
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia sp. QL-Z3,9,3,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia amylovora,50,33,54
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Candidatus Erwinia haradaeae,38,26,29
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia gerundensis,34,23,33
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia tasmaniensis,18,20,27
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia pyrifoliae,11,6,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia persicina,8,5,28
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia billingiae,3,4,19
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia piriflorinigrans,2,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea,51,48,89
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea agglomerans,1593,730,300
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea dispersa,210,72,85
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea eucalypti,115,3,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea ananatis,84,42,235
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea sp. At-9b,23,43,40
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea sp. CCBC3-3-1,19,32,17
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea sp. PSNIH1,11,21,24
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea sp. SO10,11,3,22
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea sp. 201603H,9,24,56
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea stewartii,62,85,174
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea vagans,34,38,80
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea rwandensis,29,41,45
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Pantoea alhagi,16,14,32
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Pantoea|Candidatus Pantoea carbekii,11,9,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Buchnera|Buchnera aphidicola,87,94,131
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Tatumella,2,3,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Tatumella|Tatumella citrea,27,44,89
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Tatumella|Tatumella sp. TA1,12,10,36
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Tatumella|Tatumella ptyseos,8,13,28
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Tatumella|Tatumella morbirosei,6,16,11
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Mixta,5,6,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Mixta|Mixta intestinalis,34,70,48
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Mixta|Mixta calida,8,7,28
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Mixta|Mixta theicola,4,10,17
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Mixta|Mixta gaviniae,1,4,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Wigglesworthia|Wigglesworthia glossinidia,2,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae,18,12,21
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium,50,29,60
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium brasiliense,820,40,164
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium wasabiae,759,1,160
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium parmentieri,50,100,121
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium versatile,42,10,64
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium carotovorum,37,43,54
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium odoriferum,14,11,24
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium polaris,12,28,135
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Pectobacterium|Pectobacterium atrosepticum,9,6,37
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya,67,48,111
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya fangzhongdai,231,587,132
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya sp. CSL RW240,51,22,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya sp. MK7,36,1,9
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya sp. NCPPB 569,8,6,20
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya sp. DW 0440,4,111,11
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya sp. NCPPB 3274,2,2,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya sp. Secpp 1600,2,0,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya zeae,109,119,209
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya paradisiaca,32,4,29
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya chrysanthemi,28,10,28
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya dianthicola,18,5,21
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya dadantii,13,14,30
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Dickeya|Dickeya solani,1,5,9
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Sodalis,35,57,73
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Sodalis|Candidatus Sodalis pierantonius,79,24,44
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Sodalis|Sodalis endosymbiont of Henestaris halophilus,13,7,16
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Sodalis|Sodalis glossinidius,9,2,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Brenneria,60,38,50
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Brenneria|Brenneria goodwinii,27,16,25
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Brenneria|Brenneria rubrifaciens,14,5,64
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae|Lonsdalea|Lonsdalea britannica,9,11,60
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae,7,7,12
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella,127,344,205
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella tarda,1487,9,53
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella piscicida,195,28,236
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella ictaluri,35,57,29
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella hoshinae,6,6,61
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella sp. EA181011,6,7,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella anguillarum,3,1,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Hafnia,10,18,156
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Hafnia|Hafnia alvei,136,14,75
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Hafnia|Hafnia paralvei,49,13,121
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Obesumbacterium|Obesumbacterium proteus,61,39,144
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|NA|Phytobacter|Phytobacter ursingii,23,12,65
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|NA|Phytobacter|Phytobacter sp. SCO41,3,3,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|NA|Plesiomonas|Plesiomonas shigelloides,13,7,57
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Budviciaceae|Pragia|Pragia sp. CF-458,9,6,16
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Budviciaceae|Pragia|Pragia fontium,6,9,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Enterobacterales|Budviciaceae|Leminorella|Leminorella richardii,10,8,35
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales,6,8,38
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae,1,6,59
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter,1923,8318,118009
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter baumannii,2225,7738,107507
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter nosocomialis,172,183,2420
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter pittii,61,161,2090
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter calcoaceticus,13,32,426
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter lactucae,4,15,169
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter sp. LoGeW2-3,30,10,33
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter sp. WCHA55,9,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter sp. DUT-2,3,5,30
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter sp. dk386,3,3,11
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter sp. WCHA45,3,0,11
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter sp. FDAARGOS_493,2,8,89
