,cipdic40_S3,cipdic40_S1,cipdic40_S2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio vulnificus,8,20,12
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio gazogenes,8,5,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio scophthalmi,7,2,17
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio tapetis,6,7,12
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio navarrensis,2,1,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio nigripulchritudo,2,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio breoganii,2,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio cyclitrophicus,2,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio taketomensis,1,5,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio cincinnatiensis,1,2,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio fluvialis,1,20,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio crassostreae,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio cidicii,1,0,9
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum,1,1,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio metschnikovii,1,15,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio hyugaensis,1,5,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Photobacterium|Photobacterium damselae,130,41,98
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Photobacterium|Photobacterium gaetbulicola,9,4,9
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Paraphotobacterium|Paraphotobacterium marinum,119,0,117
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio,1,4,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio wodanis,5,7,36
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida,2,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio fischeri,1,9,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Salinivibrio|Salinivibrio kushneri,4,1,9
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Salinivibrio|Salinivibrio sp. YCSC6,1,1,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Grimontia|Grimontia hollisae,3,292,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Enterovibrio|Candidatus Enterovibrio luxaltus,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Hydrogenovibrio|Hydrogenovibrio crunogenus,628,962,1126
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Piscirickettsia|Piscirickettsia salmonis,3,56,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Methylophaga|Methylophaga frappieri,2,6,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Thiomicrorhabdus|Thiomicrorhabdus aquaedulcis,2,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Thiomicrospira|Thiomicrospira cyclica,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella,4,7,16
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella uliginis,25,208,59
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella tularensis,5,2,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella philomiragia,3,2,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella frigiditurris,2,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella sp. FSC1006,2,2,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella persica,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella hispaniensis,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Allofrancisella|Allofrancisella guangzhouensis,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Thiotrichales|Thiotrichaceae|Thioploca|Thioploca ingrica,1,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae,6,9,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas,50,189,359
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas hydrophila,398,178,161
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas caviae,63,47,25
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas sp. ASNIH4,27,5,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas sp. ASNIH7,11,13,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas sp. ASNIH2,2,4,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas sp. ASNIH5,1,0,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas sp. CU5,1,11,20
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas salmonicida,16,30,42
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas media,16,13,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Aeromonas|Aeromonas veronii,12,1628,3974
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Oceanisphaera,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Oceanisphaera|Oceanisphaera avium,4,5,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Tolumonas|Tolumonas auensis,1,2,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Aeromonadaceae|Oceanimonas|Oceanimonas sp. GK1,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Aeromonadales|Succinivibrionaceae|Succinivibrio|Succinivibrio dextrinosolvens,11,6,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales,1,2,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae,1,1,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas,6,8,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas sp. WZN-1,369,61,96
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas sp. pho,1,3,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas maltophilia,5,13,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas acidaminiphila,1,1,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas|Stenotrophomonas rhizophila,1,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter enzymogenes,121,17,46
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter sp. SJ-36,2,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter antibioticus,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas phaseoli,13,0,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas hortorum,13,16,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas campestris,6,1,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas translucens,3,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas oryzae,2,3,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas fragariae,1,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas citri,1,1,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xanthomonas|Xanthomonas cassavae,1,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas|Arenimonas daejeonensis,3,5,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Luteimonas|Luteimonas sp. JM171,2,2,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Xylella|Xylella taiwanensis,1,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Pseudoxanthomonas|Pseudoxanthomonas spadix,1,4,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Luteibacter|Luteibacter rhizovicinus,9,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Ahniella|Ahniella affigens,3,5,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Rhodanobacter|Rhodanobacter glycinis,1,1,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Dyella|Dyella japonica,1,0,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Aerosticca|Aerosticca soli,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae,23,17,42
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus,160,3,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus influenzae,8,40,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus parainfluenzae,4,2,46
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus pittmaniae,1,15,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Pasteurella|Pasteurella dagmatis,66,299,96
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Pasteurella|Pasteurella multocida,54,9,61
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Glaesserella,16,0,25
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Glaesserella|Glaesserella parasuis,6,3,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Glaesserella|Glaesserella sp. 15-184,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Actinobacillus|Actinobacillus pleuropneumoniae,12,13,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Actinobacillus|Actinobacillus equuli,3,0,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Actinobacillus|Actinobacillus indolicus,3,78,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Actinobacillus|Actinobacillus delphinicola,3,168,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Actinobacillus|Actinobacillus lignieresii,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter|Aggregatibacter actinomycetemcomitans,4,5,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Mannheimia|Mannheimia haemolytica,1,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Mannheimia|Mannheimia varigena,1,4,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Mannheimia|Mannheimia sp. ZY170218,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Histophilus|Histophilus somni,3,46,12
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Bibersteinia|Bibersteinia trehalosi,3,4,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Basfia|[Mannheimia] succiniciproducens,2,9,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Gallibacterium|Gallibacterium anatis,1,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae,2,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halotalea|Halotalea alkalilenta,38,3,13
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas,2,40,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas hydrothermalis,4,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas titanicae,3,3,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas sp. A3H3,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas sp. Y2R2,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Candidatus Carsonella|Candidatus Carsonella ruddii,7,8,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Zymobacter|Zymobacter palmae,1,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Kushneria,1,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Kushneria|Kushneria konosiri,1,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Cobetia|Cobetia marina,1,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinomonas|Marinomonas posidonica,32,11,39
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Marinomonas,1,2,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Thalassolituus|Thalassolituus oleivorans,6,20,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Nitrincola|Nitrincola sp. KXZD1103,3,3,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Neptunomonas|Neptunomonas concharum,2,5,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Oleispira|Oleispira antarctica,2,0,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Bacterioplanes|Bacterioplanes sanyensis,2,3,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Saccharospirillaceae|Saccharospirillum|Saccharospirillum mangrovi,6,0,12
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Kangiellaceae|Kangiella|Kangiella sediminilitoris,5,1,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax pacificus,1,3,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax sp. NBRC 101098,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Ketobacter|Ketobacter alkanivorans,2,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Endozoicomonadaceae|Endozoicomonas|Endozoicomonas montiporae,2,2,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Methylococcales|Methylococcaceae,1,1,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Methylococcales|Methylococcaceae|Methylocaldum|Methylocaldum marinum,72,10,19
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Methylococcales|Methylococcaceae|Methylomicrobium,1,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|Candidatus Thioglobus|Candidatus Thioglobus autotrophicus,37,1,90
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|Candidatus Thioglobus|Candidatus Thioglobus sp. NP1,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|NA|gamma proteobacterium SS-5,4,1,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|NA|gamma proteobacterium HdN1,3,1,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|NA|endosymbiont of unidentified scaly snail isolate Monju,2,0,4
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|NA|Gammaproteobacteria bacterium DM2,2,304,32
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|NA|Bathymodiolus thermophilus thioautotrophic gill symbiont,3,8,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|Candidatus Ruthia|Candidatus Ruthia magnifica,3,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|Candidatus Nardonella|endosymbiont of Pachyrhynchus infernalis,3,3,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|Candidatus Nardonella|endosymbiont of Sipalinus gigas,1,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|Sedimenticola|Sedimenticola thiotaurini,2,1,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|NA|NA|Gallaecimonas|Gallaecimonas mangrovi,2,0,99
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Nitrosococcus,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Nitrosococcus|Nitrosococcus halophilus,9,11,7
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Nitrosococcus|Nitrosococcus oceani,2,7,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Thioflavicoccus|Thioflavicoccus mobilis,11,46,23
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Thermochromatium|Thermochromatium tepidum,5,2,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Allochromatium|Allochromatium vinosum,2,15,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Thiodictyon|Candidatus Thiodictyon syntrophicum,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Rheinheimera|Rheinheimera sp. LHK132,1,2,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|NA|Chromatiaceae bacterium 2141T.STBD.0c.01a,1,12,8
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae,1,0,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Ectothiorhodospira|Ectothiorhodospira haloalkaliphila,8,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Thioalkalivibrio|Thioalkalivibrio paradoxus,1,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Thioalkalivibrio|Thioalkalivibrio nitratireducens,1,2,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Thioalkalivibrio|Thioalkalivibrio sulfidiphilus,1,1,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Spiribacter|Spiribacter curvatus,3,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|NA|Ectothiorhodospiraceae bacterium BW-2,1,2,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Chromatiales|NA|Thiohalobacter|Thiohalobacter thiocyanaticus,2,3,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella,4,2,2
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella endosymbiont of Polyplax serrata,16,0,15
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella jordanis,4,4,32
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella pneumophila,4,14,5
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella spiritensis,1,113,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|Legionella|Legionella israelensis,1,3,3
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Legionellaceae|Tatlockia|Tatlockia micdadei,3,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceae|Coxiella,8,9,13
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceae|Coxiella|Coxiella burnetii,1,0,12
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceae|Coxiella|Candidatus Coxiella mudrowiae,1,3,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceae|Rickettsiella|Candidatus Rickettsiella viridis,2,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Legionellales|Coxiellaceae|Aquicella|Aquicella siphonis,1,4,1
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Orbales|Orbaceae,5,12,13
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Orbales|Orbaceae|Frischella|Frischella perrara,27,13,36
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Orbales|Orbaceae|Gilliamella|Gilliamella apicola,7,6,19
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Saccharophagus|Saccharophagus degradans,13,1,27
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio|Cellvibrio sp. KY-YJ-3,6,1,9
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio|Cellvibrio sp. PSBB023,3,4,10
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio|Cellvibrio sp. KY-GH-1,1,0,6
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio|Cellvibrio japonicus,1,0,0
Bacteria|NA|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Simiduia|Simiduia agarivorans,1,1,0
