,cip40_S2,cip40_S1,cip40_S3
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter ginsenosidivorax,3,2,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter xinganensis,2,0,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter rubeus,2,0,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter ginsenosidivorans,1,0,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter paludis,1,0,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter mallensis,1,3,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter gotjawali,1,0,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Solitalea|Solitalea canadensis,4,1,3
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pseudopedobacter|Pseudopedobacter saltans,2,1,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae,2,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Rhodocytophaga|Rhodocytophaga sp. 172606-1,14,17,25
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma|Spirosoma rigui,1,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma|Spirosoma aerolatum,1,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma|Spirosoma sp. KCTC 42546,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Dyadobacter|Dyadobacter sp. 32,2,0,2
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Fibrella|Fibrella aestuarina,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Fibrella|Fibrella sp. ES10-3-2-2,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Arcticibacterium|Arcticibacterium luteifluviistationis,2,9,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Runella|Runella sp. SP2,1,3,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Cytophaga|Cytophaga hutchinsonii,1,1,5
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Leadbetterella|Leadbetterella byssophila,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. APR13,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. DG25B,1,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. BT182,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter jejuensis,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Pontibacter|Pontibacter korlensis,4,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Rufibacter|Rufibacter sp. DG31D,2,0,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Algoriphagus|Algoriphagus sanaruensis,6,5,4
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Algoriphagus|Algoriphagus machipongonensis,1,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola|Echinicola rosea,1,0,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola|Echinicola sp. LN3S3,1,2,4
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|NA|Chryseolinea|Chryseolinea soli,2,0,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae|Flammeovirga|Flammeovirga sp. MY04,1,1,1
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga|Chitinophaga sp. XS-30,14,8,12
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga|Chitinophaga sp. MD30,1,0,1
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga|Chitinophaga pinensis,4,3,2
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Arachidicoccus|Arachidicoccus sp. BS20,10,2,17
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Arachidicoccus|Arachidicoccus ginsenosidivorans,2,0,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Niabella|Niabella soli,6,2,3
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Niabella|Niabella ginsenosidivorans,2,1,4
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Flavisolibacter|Flavisolibacter ginsenosidimutans,1,0,2
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Flavisolibacter|Flavisolibacter tropicus,1,2,2
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Pseudobacter|Pseudobacter ginsenosidimutans,1,1,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Panacibacter|Panacibacter ginsenosidivorans,1,0,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Paraflavitalea|Paraflavitalea soli,1,0,1
Bacteria|NA|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae,3,1,1
Bacteria|NA|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae|Gemmatimonas,1,0,1
Bacteria|NA|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae|Gemmatimonas|Gemmatimonas aurantiaca,5,4,3
Bacteria|NA|Chlamydiae|Chlamydiia,1,0,0
Bacteria|NA|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia,1,0,0
Bacteria|NA|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia|Chlamydia pecorum,28,31,26
Bacteria|NA|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia|Chlamydia trachomatis,3,8,11
Bacteria|NA|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia|Chlamydia muridarum,3,0,0
Bacteria|NA|Chlamydiae|Chlamydiia|Parachlamydiales,20,28,17
Bacteria|NA|Chlamydiae|Chlamydiia|Parachlamydiales|Parachlamydiaceae|Parachlamydia|Parachlamydia acanthamoebae,5,4,6
Bacteria|NA|Chlamydiae|Chlamydiia|Parachlamydiales|Simkaniaceae|Simkania|Simkania negevensis,4,11,14
Bacteria|NA|Planctomycetes,4,9,4
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium MalM14,24,26,17
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium ElP,5,8,3
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium SRT547,3,6,6
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Pla85_3_4,2,81,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium K23_9,1,0,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium K22_7,1,0,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Mal4,1,0,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Pla110,1,0,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Pla163,1,0,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Pla175,1,1,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Enr13,1,0,1
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Poly30,1,1,0
Bacteria|NA|Planctomycetes|Planctomycetia|Planctomycetales|Planctomycetaceae|Crateriforma|Crateriforma conspicua,2,0,0
Bacteria|NA|Planctomycetes|Planctomycetia|Planctomycetales|Planctomycetaceae|Bremerella|Bremerella volcania,2,2,1
Bacteria|NA|Planctomycetes|Planctomycetia|Planctomycetales|Planctomycetaceae|Planctomyces|Planctomyces sp. SH-PL14,1,0,1
Bacteria|NA|Planctomycetes|Planctomycetia|Planctomycetales|Planctomycetaceae|Gimesia|Gimesia sp. E7,1,0,0
Bacteria|NA|Planctomycetes|Planctomycetia|Planctomycetales|Planctomycetaceae|Fuerstia|Fuerstia marisgermanicae,1,1,0
Bacteria|NA|Planctomycetes|Planctomycetia|Planctomycetales|NA|NA|Planctomycetales bacterium 10988,1,0,0
Bacteria|NA|Planctomycetes|Planctomycetia|Pirellulales|Pirellulaceae|Pirellula|Pirellula staleyi,1,0,0
Bacteria|NA|Planctomycetes|Planctomycetia|Pirellulales|Lacipirellulaceae|Bythopirellula|Bythopirellula goksoyri,1,0,0
Bacteria|NA|Planctomycetes|Planctomycetia|Gemmatales|Gemmataceae|NA|Gemmataceae bacterium PX52,1,0,0
Bacteria|NA|Planctomycetes|Phycisphaerae,1,0,0
Bacteria|NA|Planctomycetes|Phycisphaerae|Sedimentisphaerales,3,2,1
Bacteria|NA|Verrucomicrobia,12,12,8
Bacteria|NA|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia|Akkermansia muciniphila,7,10,9
Bacteria|NA|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceae|Verrucomicrobium|Verrucomicrobium sp. GAS474,3,5,8
Bacteria|NA|Verrucomicrobia|Methylacidiphilae|Methylacidiphilales|Methylacidiphilaceae|Methylacidiphilum|Methylacidiphilum kamchatkense,4,0,15
Bacteria|NA|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Opitutus|Opitutus sp. GAS368,2,0,1
Bacteria|NA|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|NA|Opitutaceae bacterium TAV5,1,0,1
Bacteria|NA|Kiritimatiellaeota|NA|NA|NA|NA|Kiritimatiellaeota bacterium S-5007,1,3,3
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales,5,17,22
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia,4,6,17
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia shahii,41,43,41
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia sp. oral taxon 847,24,29,24
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia sp. oral taxon 212,3,1,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia sp. oral taxon 498,1,0,12
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia buccalis,1,4,1
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia hofstadii,1,3,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Streptobacillus|Streptobacillus moniliformis,10,91,18
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Sebaldella|Sebaldella termitidis,7,9,3
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Sneathia|Sneathia amnii,7,3,9
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium,5,3,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium nucleatum,12,7,13
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium hwasookii,6,5,6
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium pseudoperiodonticum,5,3,14
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium gonidiaformans,1,2,3
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium varium,1,1,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium ulcerans,1,0,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Ilyobacter|Ilyobacter polytropus,1,0,0
Bacteria|NA|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Deferribacter|Deferribacter desulfuricans,91,87,65
Bacteria|NA|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Flexistipes|Flexistipes sinusarabici,9,3,5
Bacteria|NA|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Denitrovibrio|Denitrovibrio acetiphilus,1,0,0
Bacteria|NA|Synergistetes|Synergistia|Synergistales|Synergistaceae,1,0,0
Bacteria|NA|Synergistetes|Synergistia|Synergistales|Synergistaceae|Thermovirga|Thermovirga lienii,58,58,48
Bacteria|NA|Synergistetes|Synergistia|Synergistales|Synergistaceae|Aminomonas|Aminomonas paucivorans,7,19,9
Bacteria|NA|Synergistetes|Synergistia|Synergistales|Synergistaceae|Acetomicrobium|Acetomicrobium mobile,1,0,1
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema,7,4,18
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema denticola,5,7,21
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema primitia,3,7,3
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema brennaborense,2,4,2
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema succinifaciens,1,5,5
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema azotonutricium,1,1,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema pedis,1,1,3
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Sphaerochaeta,1,2,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Sphaerochaeta|Sphaerochaeta pleomorpha,12,20,10
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Sphaerochaeta|Sphaerochaeta globosa,2,0,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Spirochaeta|Spirochaeta africana,1,0,1
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Borreliaceae,2,1,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia coriaceae,2,0,0
Bacteria|NA|Spirochaetes|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira,1,9,1
Bacteria|NA|Spirochaetes|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira|Brachyspira hampsonii,3,0,9
Bacteria|NA|Spirochaetes|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira,2,0,1
Bacteria|NA|Spirochaetes|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira interrogans,1,2,0
Bacteria|NA|Dictyoglomi|Dictyoglomia|Dictyoglomales|Dictyoglomaceae|Dictyoglomus|Dictyoglomus thermophilum,15,19,15
Bacteria|NA|Dictyoglomi|Dictyoglomia|Dictyoglomales|Dictyoglomaceae|Dictyoglomus|Dictyoglomus turgidum,1,0,2
Bacteria|NA|Aquificae|Aquificae|Aquificales|Hydrogenothermaceae|Persephonella|Persephonella marina,7,3,0
Bacteria|NA|Aquificae|Aquificae|Aquificales|Aquificaceae|Thermocrinis|Thermocrinis ruber,1,1,0
Bacteria|NA|Aquificae|Aquificae|Aquificales|Aquificaceae|Thermocrinis|Thermocrinis albus,1,0,0
Bacteria|NA|Aquificae|Aquificae|Aquificales|Aquificaceae|Hydrogenobaculum|Hydrogenobaculum sp. HO,1,0,2
Bacteria|NA|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Leptospirillum,3,6,3
Bacteria|NA|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Leptospirillum|Leptospirillum ferrooxidans,3,0,0
Bacteria|NA|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Nitrospira|Nitrospira japonica,1,0,0
Bacteria|NA|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Thermodesulfovibrio|Thermodesulfovibrio yellowstonii,1,6,0
Bacteria|NA|Elusimicrobia,2,0,1
Bacteria|NA|Elusimicrobia|Elusimicrobia|Elusimicrobiales|Elusimicrobiaceae|Elusimicrobium|Elusimicrobium minutum,2,0,3
Bacteria|NA|Candidatus Gracilibacteria|NA|NA|NA|NA|Candidatus Gracilibacteria bacterium HOT-871,2,5,2
Bacteria|NA|NA|NA|NA|NA|NA|Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1),1,0,0
Bacteria|NA|Thermodesulfobacteria|Thermodesulfobacteria|Thermodesulfobacteriales|Thermodesulfobacteriaceae|Thermodesulfatator|Thermodesulfatator indicus,3,11,8
Bacteria|NA|Thermotogae|Thermotogae|Thermotogales|Fervidobacteriaceae|Thermosipho,2,8,0
Bacteria|NA|Thermotogae|Thermotogae|Thermotogales|Fervidobacteriaceae|Fervidobacterium|Fervidobacterium nodosum,1,0,0
Bacteria|NA|Acidobacteria|Acidobacteriia|Acidobacteriales|Acidobacteriaceae|Granulicella|Granulicella tundricola,2,0,0
Bacteria|NA|Chrysiogenetes|Chrysiogenetes|Chrysiogenales|Chrysiogenaceae|Desulfurispirillum|Desulfurispirillum indicum,1,0,0
Bacteria|NA|NA|NA|NA|NA|NA|bacterium enrichment culture clone 2b(2010),1,0,0
Bacteria|NA|Calditrichaeota|Calditrichae|Calditrichales|Calditrichaceae|Caldithrix|Caldithrix abyssi,1,1,1
Eukaryota|Metazoa|Chordata|Mammalia|Primates|Hominidae|Homo|Homo sapiens,499,358,376
Archaea|NA|Euryarchaeota|Thermoplasmata|Methanomassiliicoccales|Methanomassiliicoccaceae|Methanomassiliicoccus|Candidatus Methanomassiliicoccus intestinalis,53,54,44
Archaea|NA|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Halorussus|Halorussus sp. ZS-3,2,0,1
Archaea|NA|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Halorussus|Halorussus sp. RC-68,1,0,0
Archaea|NA|Euryarchaeota|Halobacteria|Halobacteriales|Haloarculaceae|Haloarcula|Haloarcula marismortui,1,0,0
Archaea|NA|Euryarchaeota|Halobacteria|Haloferacales,1,0,0
Archaea|NA|Euryarchaeota|Halobacteria|Haloferacales|Halorubraceae|Halorubrum|Halorubrum lacusprofundi,2,15,4
Archaea|NA|Euryarchaeota|Halobacteria|Haloferacales|Halorubraceae|Halohasta|Halohasta litchfieldiae,1,0,0
Archaea|NA|Euryarchaeota|Halobacteria|Natrialbales|Natrialbaceae|Halostagnicola|Halostagnicola larsenii,1,0,0
Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina vacuolata,2,0,0
Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina barkeri,1,0,0
Archaea|NA|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina acetivorans,1,0,1
Archaea|NA|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanomicrobiaceae|Methanolacinia|Methanolacinia petrolearia,2,0,2
Archaea|NA|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanothermococcus|Methanothermococcus okinawensis,3,0,0
Archaea|NA|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus maripaludis,2,4,0
Archaea|NA|Euryarchaeota|Methanococci|Methanococcales|Methanocaldococcaceae|Methanocaldococcus|Methanocaldococcus fervens,1,3,2
Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter smithii,1,1,0
Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter ruminantium,1,1,0
Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter olleyae,1,0,1
Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobacterium|Methanobacterium subterraneum,1,0,1
Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobacterium|Methanobacterium sp. MZ-A1,1,1,1
Archaea|NA|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus sp. EXT12c,2,0,0
Archaea|NA|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus peptonophilus,2,5,3
Archaea|NA|Crenarchaeota|Thermoprotei|Sulfolobales|Sulfolobaceae|Metallosphaera|Metallosphaera hakonensis,12,20,38
Archaea|NA|Crenarchaeota|Thermoprotei|Thermoproteales|Thermoproteaceae|Thermoproteus|Thermoproteus tenax,8,0,3
Archaea|NA|Crenarchaeota|Thermoprotei|Thermoproteales|Thermofilaceae|Thermofilum|Thermofilum pendens,1,5,0
Archaea|NA|Crenarchaeota|Thermoprotei|Thermoproteales|Thermofilaceae|Thermofilum|Thermofilum adornatum,1,0,0
Archaea|NA|Crenarchaeota|Thermoprotei|Fervidicoccales|Fervidicoccaceae|Fervidicoccus|Fervidicoccus fontis,1,0,1
Archaea|NA|Thaumarchaeota|Nitrososphaeria|Nitrososphaerales|Nitrososphaeraceae|Candidatus Nitrosocosmicus|Candidatus Nitrosocosmicus exaquare,10,15,13
Archaea|NA|Thaumarchaeota|Nitrososphaeria|Nitrososphaerales|Nitrososphaeraceae|Nitrososphaera|Candidatus Nitrososphaera evergladensis,1,0,0
Archaea|NA|Thaumarchaeota|Nitrososphaeria|Nitrosopumilales|Nitrosopumilaceae|Candidatus Nitrosomarinus|Candidatus Nitrosomarinus catalina,9,10,6
Archaea|NA|NA|NA|NA|NA|NA|DPANN group archaeon LC1Nh,4,1,3
Viruses|NA|NA|NA|Caudovirales|Myoviridae,60,0,12
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Seoulvirus|Salmonella virus SPN3US,142583,639,32898
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Punavirus|Escherichia virus RCS47,1620,2961,776
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Punavirus|Escherichia virus P1,7,5,9
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Erskinevirus,17,0,7
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Erskinevirus|Erwinia virus EaH2,118,0,28
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Erskinevirus|Erwinia virus Asesino,39,0,11
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Machinavirus,145,0,26
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Machinavirus|Erwinia phage vB_EamM_ChrisDB,1,0,0
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Peduovirus|Escherichia virus 186,86,111,107
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Peduovirus|Escherichia virus P2,1,0,0
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Peduovirus|Escherichia virus Wphi,1,0,0
Viruses|NA|NA|NA|Caudovirales|Myoviridae|NA|Enterobacteria phage phiP27,4,0,0
Viruses|NA|NA|NA|Caudovirales|Myoviridae|NA|Enterobacteria phage phi92,2,1,1
Viruses|NA|NA|NA|Caudovirales|Myoviridae|Eneladusvirus|Cronobacter phage vB_CsaM_GAP32,2,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae,176,152,302
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Ravinvirus|Enterobacteria phage HK225,226,268,391
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Ravinvirus|Enterobacteria phage mEp237,1,0,1
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Bacteroides phage B40-8,23,4,10
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Escherichia phage HK639,18,1,46
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Klebsiella phage phiKO2,17,0,45
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Lactobacillus phage phiPYB5,13,0,13
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Enterococcus phage EFC-1,8,0,37
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Bacteroides phage B124-14,7,11,10
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Lactobacillus phage LF1,4,0,12
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Lactococcus phage ul36,3,8,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Enterococcus phage vB_EfaS_IME197,2,0,3
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Lactococcus phage r1t,2,1,2
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Lactococcus phage BM13,2,6,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Streptococcus virus 9872,1,28,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Salmonella phage vB_SosS_Oslo,1,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Cronobacter phage ENT47670,1,3,1
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Enterobacterial phage mEp213,1,0,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Lactococcus phage P335 sensu lato,1,2,3
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|Jerseyvirus|Salmonella virus SE2,91,4,96
