,cipmet20_S2,cipmet20_S1,cipmet20_S3
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Aerococcus|Aerococcus urinaeequi,4,3,1
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae|Suicoccus|Suicoccus acidiformans,386,20,17
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae,12,7,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella,7,3,3
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella cibaria,56,1,4
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella sp. 26KH-42,56,19,2
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella hellenica,32,4,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella jogaejeotgali,23,8,3
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella soli,8,27,6
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella paramesenteroides,7,1,3
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella ceti,3,0,1
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella viridescens,2,1,3
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella koreensis,2,6,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella confusa,1,71,26
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc,20,240,161
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc lactis,24,1,4
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc citreum,15,1116,2
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc mesenteroides,6,4,2
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc gelidum,5,1,5
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc suionicum,5,5,2
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc carnosum,3,0,2
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc pseudomesenteroides,2,13,9
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc garlicum,2,0,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc kimchii,1,0,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Oenococcus,2,0,2
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Oenococcus|Oenococcus oeni,4,0,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Oenococcus|Oenococcus sicerae,2,3,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales,1186,4807,2427
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae,774,3029,1028
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus,6163,135472,78702
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus,130923,4242002,1924876
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus simulans,1835,116929,23
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus sciuri,493,491,1109
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus epidermidis,321,5108,612
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus carnosus,286,39,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus saprophyticus,223,180,73
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus hominis,134,480,353
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus lugdunensis,72,221,374
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus condimenti,52,671,356
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus haemolyticus,28,6756,284
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus sp. SDB 2975,21,99,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus sp. M0911,2,12,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus sp. MI 10-1553,1,4,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus lutrae,18,10,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus felis,16,21,11
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus argenteus,13,247,97
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus agnetis,10,15,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus pasteuri,10,208,17
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus schweitzeri,10,569,273
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus cohnii,8,156,79
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus xylosus,7,192,124
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus chromogenes,7,13,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus succinus,7,73,30
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus muscae,6,13,12
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus warneri,5,19,9
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus equorum,5,8,7
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus simiae,4,175,60
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus pseudintermedius,4,60,31
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus arlettae,4,453,172
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus nepalensis,4,55,25
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus hyicus,3,5,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus pettenkoferi,3,30,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus schleiferi,2,11,15
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus capitis,2,37,14
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus piscifermentans,1,3,97
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus auricularis,1,15,11
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus kloosii,1,21,12
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Macrococcus,275,194,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Macrococcus|Macrococcus caseolyticus,118,84,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Macrococcus|Macrococcus canis,54,66,10
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Macrococcus|Macrococcus sp. IME1552,31,25,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Auricoccus|Auricoccus indicus,5,9,7
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Jeotgalicoccus|Jeotgalicoccus saudimassiliensis,2,4,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae,250,381,479
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus,748,500,595
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. DSL-17,248,1,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. N1-1,239,1,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. S3,161,20,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. X1(2014),150,41,27
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. THAF10,75,21,16
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. FJAT-45348,53,253,179
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. Y1,16,1,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. FJAT-22090,6,2,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. Lzh-5,5,5,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. OxB-1,5,16,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. 1NLA3E,4,0,7
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. NSP9.1,4,1,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. FJAT-42376,2,1,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. N3536,1,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus sp. SB49,1,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus pseudomycoides,108,18,27
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cereus,42,383,401
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus thuringiensis,36,63,49
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus anthracis,11,29,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus tropicus,6,0,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cytotoxicus,2,27,25
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus wiedmannii,2,188,134
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus mycoides,1,11,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus luti,1,0,7
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cellulosilyticus,156,0,9
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus marisflavi,87,0,104
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus subtilis,24,92,37
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus velezensis,11,22,20
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus amyloliquefaciens,7,21,12
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus vallismortis,12,0,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus atrophaeus,9,382,279
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus licheniformis,3,40,15
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus halotolerans,2,7,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus circulans,62,17,103
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus coagulans,61,34,11
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus foraminis,61,18,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus mesonae,59,0,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus vietnamensis,41,4,13
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus gobiensis,20,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus butanolivorans,19,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus smithii,16,13,9
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus altitudinis,13,20,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus pumilus,13,1,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus clausii,12,7,11
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus safensis,11,1,17
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus litoralis,11,2,8
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus thermoamylovorans,10,15,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus jeotgali,10,2,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus flexus,9,3,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus methanolicus,9,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus pseudofirmus,7,1,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus ciccensis,6,1,16
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus thermocopriae,6,0,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus miscanthi,6,5,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus simplex,6,196,163
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus horikoshii,6,2,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus krulwichiae,6,1,7
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus asahii,4,5,46
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus megaterium,4,3,8
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus muralis,4,1,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus oceanisediminis,3,3,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus kochii,3,8,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus beveridgei,2,0,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus lentus,2,6,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus halodurans,1,200,161
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus infantis,1,9,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus lehensis,1,45,35
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus freudenreichii,1,2,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus cohnii,1,9,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus filamentosus,1,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus weihaiensis,1,7,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Lysinibacillus,18,77,41
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Lysinibacillus|Lysinibacillus sphaericus,117,12,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Lysinibacillus|Lysinibacillus timonensis,80,10,93
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Lysinibacillus|Lysinibacillus sp. 2017,55,6,45
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Lysinibacillus|Lysinibacillus sp. SGAir0095,8,11,8
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Lysinibacillus|Lysinibacillus sp. YS11,4,6,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Parageobacillus|Parageobacillus thermoglucosidasius,206,2,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Parageobacillus|Parageobacillus genomosp. 1,3,41,33
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Lentibacillus|Lentibacillus amyloliquefaciens,196,278,194
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Gracilibacillus|Gracilibacillus sp. SCU50,156,0,7
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Geobacillus,57,6,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Geobacillus|Geobacillus sp. E263,2,6,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Geobacillus|Geobacillus thermodenitrificans,34,295,173
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Virgibacillus,1,4,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Virgibacillus|Virgibacillus sp. MSP4-1,15,2,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Virgibacillus|Virgibacillus sp. Bac332,5,2,19
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Virgibacillus|Virgibacillus sp. 6R,1,3,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Virgibacillus|Virgibacillus sp. Bac330,1,5,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Virgibacillus|Virgibacillus necropolis,21,5,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Virgibacillus|Virgibacillus dokdonensis,3,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Virgibacillus|Virgibacillus phasianinus,3,1,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Virgibacillus|Virgibacillus halodenitrificans,2,1,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Psychrobacillus|Psychrobacillus glaciei,17,1,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Aeribacillus|Aeribacillus pallidus,17,19,20
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Amphibacillus|Amphibacillus xylanus,15,6,8
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Fictibacillus|Fictibacillus phosphorivorans,10,2,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Fictibacillus|Fictibacillus arsenicus,3,1,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Paraliobacillus|Paraliobacillus sp. X-1125,10,2,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Pontibacillus|Pontibacillus sp. HMF3514,10,4,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Oceanobacillus|Oceanobacillus sp. 160,5,0,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Oceanobacillus|Oceanobacillus iheyensis,1,51,38
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Anoxybacillus,2,1,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Anoxybacillus|Anoxybacillus amylolyticus,3,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Halobacillus|Halobacillus halophilus,2,2,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Halobacillus|Halobacillus mangrovi,2,3,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Halobacillus|Halobacillus litoralis,1,12,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Salicibibacter,1,0,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Salicibibacter|Salicibibacter halophilus,2,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|NA|Bacillaceae bacterium TKL69,2,10,8
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Terribacillus|Terribacillus goriensis,1,1,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Bacillaceae|Pradoshia|Pradoshia sp. D12,1,4,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae,9,19,13
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus,544,1223,1061
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. IHBB 10380,99,2,4
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. DCT19,40,214,193
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. B01,5,0,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. 32O-W,5,0,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. FSL R7-0273,4,1,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. IHB B 3084,3,2,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. Y412MC10,2,15,8
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. FW100M-2,2,56,31
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. FSL H7-0737,1,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. FSL R5-0912,1,0,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. FSL R5-0345,1,2,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. BIHB4019,1,7,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. RUD330,1,0,2
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus lutimineralis,357,297,220
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus polymyxa,260,11,9
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus naphthalenovorans,139,1044,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus donghaensis,84,284,200
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus alvei,63,0,3
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus odorifer,28,20,31
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus lentus,21,1,0
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus ihbetae,16,0,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus xylanexedens,6,0,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus durus,5,20,10
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus physcomitrellae,4,7,6
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus borealis,3,17,5
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus antarcticus,3,3,1
Bacteria|NA|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus larvae,3,1,1
